data,split,arquivo,categoria,motivo,referencia,distancia
2026-08-18T11:39:06,train,Acne__aug_121_large.IMG_8887.JPG.be05af23e48fb382e5811e2f915ddf90.jpg,acne,imagem_aumentada,Acne__large.IMG_8887.JPG.be05af23e48fb382e5811e2f915ddf90.jpg,
2026-08-18T11:39:06,train,Acne__aug_121_pigmentation_0_2467.jpeg,acne,imagem_aumentada,Acne__pigmentation_0_2467.jpeg,
2026-08-18T11:39:06,train,Acne__aug_122_188__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,acne,imagem_aumentada,Acne__188__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,
2026-08-18T11:39:06,train,Acne__aug_123_pigmentation_0_435.jpeg,acne,imagem_aumentada,Acne__pigmentation_0_435.jpeg,
2026-08-18T11:39:06,train,Acne__aug_124_60.png,acne,imagem_aumentada,Acne__60.png,
2026-08-18T11:39:06,train,Acne__aug_124_OIP (22).jpg,acne,imagem_aumentada,Acne__OIP (22).jpg,
2026-08-18T11:39:06,train,Acne__aug_124_gallery_151762_12216_497001.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_125_5.jpg,acne,imagem_aumentada,Acne__5.jpg,
2026-08-18T11:39:06,train,Acne__aug_125_R (11).jpg,acne,imagem_aumentada,Acne__R (11).jpg,
2026-08-18T11:39:06,train,Acne__aug_125_acne-cystic-9.jpg,acne,imagem_aumentada,Acne__acne-cystic-9.jpg,
2026-08-18T11:39:06,train,Acne__aug_126_acne-face-5-8__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,acne,imagem_aumentada,Acne__acne-face-5-8__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,
2026-08-18T11:39:06,train,Acne__aug_127_acne-cystic-99.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_127_acne-pustular-50.jpg,acne,imagem_aumentada,Acne__acne-pustular-50.jpg,
2026-08-18T11:39:06,train,Acne__aug_128_OIP (2).jpg,acne,imagem_aumentada,Acne__OIP (2).jpg,
2026-08-18T11:39:06,train,Acne__aug_128_acne-face-1-31__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,acne,imagem_aumentada,Acne__acne-face-1-31__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,
2026-08-18T11:39:06,train,Acne__aug_129_R (3).jpg,acne,imagem_aumentada,Acne__R (3).jpg,
2026-08-18T11:39:06,train,Acne__aug_129_acne-4.png,acne,imagem_aumentada,Acne__acne-4.png,
2026-08-18T11:39:06,train,Acne__aug_129_acne-face-3-11__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,acne,imagem_aumentada,Acne__acne-face-3-11__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,
2026-08-18T11:39:06,train,Acne__aug_12_IMG_0043.JPG.70f9dc7d17dcdf8dbb055d4013e94831.jpg,acne,imagem_aumentada,Acne__IMG_0043.JPG.70f9dc7d17dcdf8dbb055d4013e94831.jpg,
2026-08-18T11:39:06,train,Acne__aug_12_R (32).jpg,acne,imagem_aumentada,Acne__R (32).jpg,
2026-08-18T11:39:06,train,Acne__aug_130_acne-face-48__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_130_acne-pustular-26.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_131_acne-268-v2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_131_acne-pustular-69.jpg,acne,imagem_aumentada,Acne__acne-pustular-69.jpg,
2026-08-18T11:39:06,train,Acne__aug_131_pigmentation_0_659.jpeg,acne,imagem_aumentada,Acne__pigmentation_0_659.jpeg,
2026-08-18T11:39:06,train,Acne__aug_132_acne-cystic-104.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_132_acne-face-1-29__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_133_IMG_5738.jpg,acne,imagem_aumentada,Acne__IMG_5738.jpg,
2026-08-18T11:39:06,train,Acne__aug_133_acne-excoriated-12.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_133_acne-face-15__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,acne,imagem_aumentada,Acne__acne-face-15__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,
2026-08-18T11:39:06,train,Acne__aug_134_R (3).png,acne,imagem_aumentada,Acne__R (3).png,
2026-08-18T11:39:06,train,Acne__aug_134_acne-open-comedo-63.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_135_R (39).jpg,acne,imagem_aumentada,Acne__R (39).jpg,
2026-08-18T11:39:06,train,Acne__aug_135_acne-open-comedo-69.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_136_51.png,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_136_acne-cystic-34.jpg,acne,imagem_aumentada,Acne__acne-cystic-34.jpg,
2026-08-18T11:39:06,train,Acne__aug_136_pigmentation_0_2366_0_1367.jpeg,acne,imagem_aumentada,Acne__pigmentation_0_2366_0_1367.jpeg,
2026-08-18T11:39:06,train,Acne__aug_137_acne-cystic-149.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_137_acne-face-11__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_137_acne-pustular-32.jpg,acne,imagem_aumentada,Acne__acne-pustular-32.jpg,
2026-08-18T11:39:06,train,Acne__aug_138_19280a95363d065b1dfbc654e2853029.jpg,acne,imagem_aumentada,Acne__19280a95363d065b1dfbc654e2853029.jpg,
2026-08-18T11:39:06,train,Acne__aug_138_acne-cystic-91.jpg,acne,imagem_aumentada,Acne__acne-cystic-91.jpg,
2026-08-18T11:39:06,train,Acne__aug_138_acne-face-48__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_139_acne-face-5-7__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,acne,imagem_aumentada,Acne__acne-face-5-7__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,
2026-08-18T11:39:06,train,Acne__aug_13_acne-closed-comedo-34.jpg,acne,imagem_aumentada,Acne__acne-closed-comedo-34.jpg,
2026-08-18T11:39:06,train,Acne__aug_13_acne-cystic-145.jpg,acne,imagem_aumentada,Acne__acne-cystic-145.jpg,
2026-08-18T11:39:06,train,Acne__aug_13_pigmentation_0_1038.jpeg,acne,imagem_aumentada,Acne__pigmentation_0_1038.jpeg,
2026-08-18T11:39:06,train,Acne__aug_140_acne-face-4-6__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_140_pigmentation_0_1476.jpeg,acne,imagem_aumentada,Acne__pigmentation_0_1476.jpeg,
2026-08-18T11:39:06,train,Acne__aug_141_176__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_142_IMG_5748.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_142_acne-face-27__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,acne,imagem_aumentada,Acne__acne-face-27__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,
2026-08-18T11:39:06,train,Acne__aug_143_acne-open-comedo-59.jpg,acne,imagem_aumentada,Acne__acne-open-comedo-59.jpg,
2026-08-18T11:39:06,train,Acne__aug_143_acne-open-comedo-64.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_143_pigmentation_0_3668.jpeg,acne,imagem_aumentada,Acne__pigmentation_0_3668.jpeg,
2026-08-18T11:39:06,train,Acne__aug_144_acne-pustular-21.jpg,acne,imagem_aumentada,Acne__acne-pustular-21.jpg,
2026-08-18T11:39:06,train,Acne__aug_145_pigmentation_0_3069.jpeg,acne,imagem_aumentada,Acne__pigmentation_0_3069.jpeg,
2026-08-18T11:39:06,train,Acne__aug_146_acne-open-comedo-66.jpeg,acne,imagem_aumentada,Acne__acne-open-comedo-66.jpeg,
2026-08-18T11:39:06,train,Acne__aug_146_pigmentation_0_651.jpeg,acne,imagem_aumentada,Acne__pigmentation_0_651.jpeg,
2026-08-18T11:39:06,train,Acne__aug_148_IMG_5777.jpg,acne,imagem_aumentada,Acne__IMG_5777.jpg,
2026-08-18T11:39:06,train,Acne__aug_148_pigmentation_0_1841.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_148_pigmentation_0_5057.jpeg,acne,imagem_aumentada,Acne__pigmentation_0_5057.jpeg,
2026-08-18T11:39:06,train,Acne__aug_149_acne-face-15__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,acne,imagem_aumentada,Acne__acne-face-15__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,
2026-08-18T11:39:06,train,Acne__aug_149_acne-face-5-6__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,acne,imagem_aumentada,Acne__acne-face-5-6__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,
2026-08-18T11:39:06,train,Acne__aug_149_pigmentation_0_24.jpeg,acne,imagem_aumentada,Acne__pigmentation_0_24.jpeg,
2026-08-18T11:39:06,train,Acne__aug_14_33.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_14_6.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_150_acne-pustular-21.jpg,acne,imagem_aumentada,Acne__acne-pustular-21.jpg,
2026-08-18T11:39:06,train,Acne__aug_150_pigmentation_0_2600.jpeg,acne,imagem_aumentada,Acne__pigmentation_0_2600.jpeg,
2026-08-18T11:39:06,train,Acne__aug_151_IMG_3994.JPG.193268bd978993fbad84e920569ea5ed.jpg,acne,imagem_aumentada,Acne__IMG_3994.JPG.193268bd978993fbad84e920569ea5ed.jpg,
2026-08-18T11:39:06,train,Acne__aug_151_acne-closed-comedo-21 - Copy.jpg,acne,imagem_aumentada,Acne__acne-closed-comedo-21 - Copy.jpg,
2026-08-18T11:39:06,train,Acne__aug_151_pigmentation_0_6919.jpeg,acne,imagem_aumentada,Acne__pigmentation_0_6919.jpeg,
2026-08-18T11:39:06,train,Acne__aug_152_acne-face-1-50__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,acne,imagem_aumentada,Acne__acne-face-1-50__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,
2026-08-18T11:39:06,train,Acne__aug_152_acne-open-comedo-70.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_153_acne-open-comedo-32.jpg,acne,imagem_aumentada,Acne__acne-open-comedo-32.jpg,
2026-08-18T11:39:06,train,Acne__aug_153_pigmentation_0_2366_0_1367.jpeg,acne,imagem_aumentada,Acne__pigmentation_0_2366_0_1367.jpeg,
2026-08-18T11:39:06,train,Acne__aug_154_OIP (31).jpg,acne,imagem_aumentada,Acne__OIP (31).jpg,
2026-08-18T11:39:06,train,Acne__aug_154_acne-face-2-27__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,acne,imagem_aumentada,Acne__acne-face-2-27__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,
2026-08-18T11:39:06,train,Acne__aug_154_pigmentation_0_3062.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_155_195__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_155_bb7d0704b3afa18fd5a8db14f9018036.jpg,acne,imagem_aumentada,Acne__bb7d0704b3afa18fd5a8db14f9018036.jpg,
2026-08-18T11:39:06,train,Acne__aug_156_4A5DA7F500000578-5522003-Amy_who_battled_her_erupting_skin_for_15_years_says_doctors_dism-a-26_1521541958104.jpg,acne,imagem_aumentada,Acne__4A5DA7F500000578-5522003-Amy_who_battled_her_erupting_skin_for_15_years_says_doctors_dism-a-26_1521541958104.jpg,
2026-08-18T11:39:06,train,Acne__aug_156_pigmentation_0_411.jpeg,acne,imagem_aumentada,Acne__pigmentation_0_411.jpeg,
2026-08-18T11:39:06,train,Acne__aug_157_acne-excoriated-14.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_157_acne-face-26__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,acne,imagem_aumentada,Acne__acne-face-26__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,
2026-08-18T11:39:06,train,Acne__aug_157_pigmentation_0_1786.jpeg,acne,imagem_aumentada,Acne__pigmentation_0_1786.jpeg,
2026-08-18T11:39:06,train,Acne__aug_158_acne-mechanica-1.jpg,acne,imagem_aumentada,Acne__acne-mechanica-1.jpg,
2026-08-18T11:39:06,train,Acne__aug_158_pigmentation_0_3018.jpeg,acne,imagem_aumentada,Acne__pigmentation_0_3018.jpeg,
2026-08-18T11:39:06,train,Acne__aug_158_pigmentation_0_903.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_159_acne-cystic-145.jpg,acne,imagem_aumentada,Acne__acne-cystic-145.jpg,
2026-08-18T11:39:06,train,Acne__aug_159_acne-pustular-8.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_15_7b5781acbf8cf3ef59928bf1fd56df9eC!r23ac1983a0274adecccb505518971ace.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_15_R (1).jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_15_acne-pustular-52.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_160_acne-closed-comedo-23.jpg,acne,imagem_aumentada,Acne__acne-closed-comedo-23.jpg,
2026-08-18T11:39:06,train,Acne__aug_160_aug_22_acne-pustular-7.jpg,acne,imagem_aumentada,Acne__aug_22_acne-pustular-7.jpg,
2026-08-18T11:39:06,train,Acne__aug_160_pigmentation_0_2753.jpeg,acne,imagem_aumentada,Acne__pigmentation_0_2753.jpeg,
2026-08-18T11:39:06,train,Acne__aug_161_acne-cystic-118.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_162_acne-face-6-4__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,acne,imagem_aumentada,Acne__acne-face-6-4__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,
2026-08-18T11:39:06,train,Acne__aug_162_pigmentation_0_362.jpeg,acne,imagem_aumentada,Acne__pigmentation_0_362.jpeg,
2026-08-18T11:39:06,train,Acne__aug_163_acne-cystic-38.jpg,acne,imagem_aumentada,Acne__acne-cystic-38.jpg,
2026-08-18T11:39:06,train,Acne__aug_163_pigmentation_0_292.jpeg,acne,imagem_aumentada,Acne__pigmentation_0_292.jpeg,
2026-08-18T11:39:06,train,Acne__aug_164_148__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_164_acne-face-23-1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,acne,imagem_aumentada,Acne__acne-face-23-1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,
2026-08-18T11:39:06,train,Acne__aug_164_pigmentation_0_178.jpeg,acne,imagem_aumentada,Acne__pigmentation_0_178.jpeg,
2026-08-18T11:39:06,train,Acne__aug_165_acne-cystic-128.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_165_acne-face-5-1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,acne,imagem_aumentada,Acne__acne-face-5-1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,
2026-08-18T11:39:06,train,Acne__aug_165_acne-face-5-2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDEwOF0.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_166_166__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_166_acne-face-2-26__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_167_11.jpg,acne,imagem_aumentada,Acne__11.jpg,
2026-08-18T11:39:06,train,Acne__aug_167_acne-face-6__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,acne,imagem_aumentada,Acne__acne-face-6__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,
2026-08-18T11:39:06,train,Acne__aug_167_pigmentation_0_3064.jpeg,acne,imagem_aumentada,Acne__pigmentation_0_3064.jpeg,
2026-08-18T11:39:06,train,Acne__aug_168_40279_2013_22_Fig4_HTML1.jpg,acne,imagem_aumentada,Acne__40279_2013_22_Fig4_HTML1.jpg,
2026-08-18T11:39:06,train,Acne__aug_168_acne-open-comedo-61.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_168_aug_3_acne-cystic-87.jpg,acne,imagem_aumentada,Acne__aug_3_acne-cystic-87.jpg,
2026-08-18T11:39:06,train,Acne__aug_169_13 (1).jpg,acne,imagem_aumentada,Acne__13 (1).jpg,
2026-08-18T11:39:06,train,Acne__aug_169_OIP (7).jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_169_acne-face-2-25__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,acne,imagem_aumentada,Acne__acne-face-2-25__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,
2026-08-18T11:39:06,train,Acne__aug_16_acne-excoriated-6.jpg,acne,imagem_aumentada,Acne__acne-excoriated-6.jpg,
2026-08-18T11:39:06,train,Acne__aug_16_acne-face-2-35__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,acne,imagem_aumentada,Acne__acne-face-2-35__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,
2026-08-18T11:39:06,train,Acne__aug_170_IMG_5765.jpg,acne,imagem_aumentada,Acne__IMG_5765.jpg,
2026-08-18T11:39:06,train,Acne__aug_170_acne-face-2-9__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,acne,imagem_aumentada,Acne__acne-face-2-9__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,
2026-08-18T11:39:06,train,Acne__aug_171_acne-205-v2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_171_acne-cystic-96.jpg,acne,imagem_aumentada,Acne__acne-cystic-96.jpg,
2026-08-18T11:39:06,train,Acne__aug_171_acne-face-3-8__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_172_acne-face-50__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,acne,imagem_aumentada,Acne__acne-face-50__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,
2026-08-18T11:39:06,train,Acne__aug_172_aug_1_acne-cystic-28.jpg,acne,imagem_aumentada,Acne__aug_1_acne-cystic-28.jpg,
2026-08-18T11:39:06,train,Acne__aug_173_acne-cystic-90.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_173_acne-face-21__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDE4XQ.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_174_pigmentation_0_3064.jpeg,acne,imagem_aumentada,Acne__pigmentation_0_3064.jpeg,
2026-08-18T11:39:06,train,Acne__aug_175_43.jpg,acne,imagem_aumentada,Acne__43.jpg,
2026-08-18T11:39:06,train,Acne__aug_176_acne-cystic-86.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_176_acne-face-24-1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,acne,imagem_aumentada,Acne__acne-face-24-1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,
2026-08-18T11:39:06,train,Acne__aug_177_2 (5).jpg,acne,imagem_aumentada,Acne__2 (5).jpg,
2026-08-18T11:39:06,train,Acne__aug_177_acne-face-3-10__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,acne,imagem_aumentada,Acne__acne-face-3-10__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,
2026-08-18T11:39:06,train,Acne__aug_177_acne-face-5-7__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,acne,imagem_aumentada,Acne__acne-face-5-7__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,
2026-08-18T11:39:06,train,Acne__aug_178_acne-pustular-18.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_178_pigmentation_0_2696.jpeg,acne,imagem_aumentada,Acne__pigmentation_0_2696.jpeg,
2026-08-18T11:39:06,train,Acne__aug_179_22.png,acne,imagem_aumentada,Acne__22.png,
2026-08-18T11:39:06,train,Acne__aug_179_acne-cystic-59.jpg,acne,imagem_aumentada,Acne__acne-cystic-59.jpg,
2026-08-18T11:39:06,train,Acne__aug_17_acne-cystic-130.jpg,acne,imagem_aumentada,Acne__acne-cystic-130.jpg,
2026-08-18T11:39:06,train,Acne__aug_17_acne-pustular-31.jpg,acne,imagem_aumentada,Acne__acne-pustular-31.jpg,
2026-08-18T11:39:06,train,Acne__aug_17_acne-vulgaris-0002__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,acne,imagem_aumentada,Acne__acne-vulgaris-0002__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,
2026-08-18T11:39:06,train,Acne__aug_17_hqdefault.jpg,acne,imagem_aumentada,Acne__hqdefault.jpg,
2026-08-18T11:39:06,train,Acne__aug_180_acne-cystic-13.jpg,acne,imagem_aumentada,Acne__acne-cystic-13.jpg,
2026-08-18T11:39:06,train,Acne__aug_180_pigmentation_0_2118.jpeg,acne,imagem_aumentada,Acne__pigmentation_0_2118.jpeg,
2026-08-18T11:39:06,train,Acne__aug_181_IMG_5740.jpg,acne,imagem_aumentada,Acne__IMG_5740.jpg,
2026-08-18T11:39:06,train,Acne__aug_181_acne-cystic-131.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_181_acne-pustular-30.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_182_acne-open-comedo-39.jpg,acne,imagem_aumentada,Acne__acne-open-comedo-39.jpg,
2026-08-18T11:39:06,train,Acne__aug_182_pigmentation_0_2006.jpeg,acne,imagem_aumentada,Acne__pigmentation_0_2006.jpeg,
2026-08-18T11:39:06,train,Acne__aug_183_IMG_5748.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_183_pigmentation_0_0.jpeg,acne,imagem_aumentada,Acne__pigmentation_0_0.jpeg,
2026-08-18T11:39:06,train,Acne__aug_183_pigmentation_0_5438.jpeg,acne,imagem_aumentada,Acne__pigmentation_0_5438.jpeg,
2026-08-18T11:39:06,train,Acne__aug_184_7e7bc824b57675c0ccea09d48a46f038.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_184_acne-open-comedo-37.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_185_169__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,acne,imagem_aumentada,Acne__169__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,
2026-08-18T11:39:06,train,Acne__aug_185_acne-closed-comedo-8.jpg,acne,imagem_aumentada,Acne__acne-closed-comedo-8.jpg,
2026-08-18T11:39:06,train,Acne__aug_185_acne-open-comedo-24.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_186_29.png,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_186_acne-closed-comedo-22.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_186_pigmentation_0_147.jpeg,acne,imagem_aumentada,Acne__pigmentation_0_147.jpeg,
2026-08-18T11:39:06,train,Acne__aug_187_16.jpg,acne,imagem_aumentada,Acne__16.jpg,
2026-08-18T11:39:06,train,Acne__aug_187_28.png,acne,imagem_aumentada,Acne__28.png,
2026-08-18T11:39:06,train,Acne__aug_188_IMG_5731.jpg,acne,imagem_aumentada,Acne__IMG_5731.jpg,
2026-08-18T11:39:06,train,Acne__aug_188_pigmentation_0_2061.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_189_acne-cystic-141.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_18_IMG_3612.JPG.725c4d39a5a52639dde2be8be7b05adc.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,train,Acne__aug_190_acne-face-33__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,acne,imagem_aumentada,Acne__acne-face-33__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,
